Index,Index SubSeries,Source,GSE,Single Cell,Paired,Hand Processed,Mix bulk,Wanna understand better,Sample source name ch1,Cell Cycle,Cell Cycle Subtype,,Comment,% of zeros in data,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,,Phase Correlation,Cell count,Non zero genes count,Year,Sample organism ch1,Sample source name ch1,Sample status,Sample instrument model,Sample data processing,Sample extract protocol ch1,Sample library selection,Sample library source,Sample library strategy,Sample molecule ch1,Sample platform id,Sample submission date,Sample last update date,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,Phase Correlation,Shorthand,DOI,Authors,Journal,Title,Date,bioRxiv DOI,Reported cells total,Organism,Tissue,Technique,Data location,Panel size,Measurement,Cell source,Disease,Contrasts,Developmental stage,Number of reported cell types or clusters,Cell clustering,Pseudotime,RNA Velocity,PCA,tSNE,H5AD location,Isolation,BC --> Cell ID _OR_ BC --> Cluster ID,Number individuals
214,214,ARCHS4v_,GSE110499,,,,,,MM16,,,,,68.57,0,0,1,1,,0.93,169,25327,2018,Homo sapiens,MM16,Public on May 24 2018,Illumina HiSeq 2500,A modified reference was generated by merging the three array control RNA spike-ins (ThermoFisher),Plasma cells were purified using EasySep() CD138 Positive Selection kit before loading to integra,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Feb 12 2018,May 24 2018,0,0,1,1,0.93,Fan et al GResearch,10.1101/gr.228080.117,"Jean Fan, Hae-Ock Lee, Soohyun Lee, Da-eun Ryu, Semin Lee, Catherine Xue, Seok Jin Kim, Kihyun Kim, Nikolaos Barkas, Peter J. Park, Woong-Yang Park, Peter V. Kharchenko",Genome Res.,Linking transcriptional and genetic tumor heterogeneity through allele analysis of single-cell RNA-seq data,20180613,-,"1,511",Human,,Chromium & SMARTer (C1),GSE110499,,RNA-seq,multiple myeloma,,,,,,,,,No,,,,
215,215,ARCHS4v_,GSE69597,,,,,,patients with leishmaniasis,,,,,37.44,0,0,0,0,,0.99,169,29253,2015,Homo sapiens,patients with leishmaniasis,Public on Jun 06 2015,Illumina HiSeq 2500,Base-calling was performed automatically in Illumina BaseSpace after sequencing; FASTQ reads were t,"Total RNA was isolated using MagMax for Stabilized Blood Tubes RNA Isolation Kit (Ambion, TX) and R",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Jun 05 2015,Jun 09 2015,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,216,ARCHS4v_,GSE97117Xx-xXGSE97358,,,,,,right atrial appendage biopsies,,,,,33.82,0,0,0,0,,0.99,168,29534,2017,Homo sapiens,right atrial appendage biopsies,Public on Nov 22 2017,Illumina HiSeq 2500,Alignment: High-quality reads were mapped to Ensembl human GRCh38 v78 reference genome using TopHat,Libraries were constructed with TruSeq Stranded mRNA Library Prep kit (Illumina) using 0.8g of to,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Apr 03 2017,Nov 22 2017,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,217,ARCHS4v_,GSE115348Xx-xXGSE115353,,,,,,Erythroid precursors(ERP),,,,,45.68,0,0,0,0,,0.93,168,29322,2018,Homo sapiens,Erythroid precursors(ERP),Public on Jul 19 2018,Illumina HiSeq 4000,"Reads were trimmed for Nextera, Smart-seq2 adapter sequences using skewer-v0.1.125Xx-xXTrimmed read",RNA was extracted with trizol (Invitrogen) usinga linear acrylamide carrier. RNA was then treated,cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,Jun 05 2018,Jul 19 2018,0,0,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,218,ARCHS4v_,GSE58135,,,,,,ER+ Breast Cancer Primary Tumor,,,,,24.91,0,0,0,0,,0.99,168,34920,2014,Homo sapiens,ER+ Breast Cancer Primary Tumor,Public on Jun 11 2014,Illumina HiSeq 2000,TopHat v1.4.1 was used to align 50 million read pairs in the fastq files using with the options,"The frozen breast tissue specimens were weighed, transferred to a 15 mL conical tube containing cer",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL11154,Jun 01 2014,Jun 11 2014,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,219,ARCHS4v_,GSE96659,,,,,,Neural progenitor cells,,,,,35.02,0,1,1,0,,0.83,167,32382,2017,Homo sapiens,Neural progenitor cells,Public on Mar 15 2018,Illumina HiSeq 2500,Single-end reads were aligned in a staged manner. Reads were aligned with STAR 2.5.2b using options,Total RNA was extracted using Qiagens miRNeasy kit according to the manufacturers instruction,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Mar 15 2017,Mar 15 2018,0,1,1,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,220,ARCHS4v_,GSE89322,,,,,,classic dentritic cell,,,,,70.22,1,1,1,0,,0.67,166,26913,2016,Homo sapiens,classic dentritic cell,Public on Jul 16 2019,Illumina NextSeq 500,RNA-Seq reads were aligned to the Ensembl GRCh 37 genome assembly using STAR with default parameter,"For the single cell, Fluidigm C1 system was used. For bulk cell, 2,000-30,000 progenitor cells of e",cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Oct 31 2016,Jul 18 2019,1,1,1,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,221,ARCHS4v_,GSE120795,,,,,,Kidney,,,,,39.52,0,0,0,0,,0.97,163,32260,2018,Homo sapiens,Kidney,Public on Oct 04 2018,Illumina HiSeq 3000,"Runing STAR aligner in ""Gene_counts"" modeXx-xXMerging STAR output (""ReadPerGene.out"" files) with R ","For solid tissue biosamples, RNA extraction was performed immediately before preparation of sequenc",cDNA,transcriptomic,RNA-Seq,total RNA,GPL21290,Oct 03 2018,Oct 04 2018,0,0,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,222,ARCHS4v_,GSE79102,,,,,,patient 2 single cell RNA-Seq,,,,,71.2,1,1,1,0,,0.68,162,24308,2016,Homo sapiens,patient 2 single cell RNA-Seq,Public on Feb 16 2017,Illumina HiSeq 2000,"Illumina basecallingXx-xXSequenced reads were trimmed for Nextera Transposase Sequence,Xx-xXTrimmed","CD90+, CD34+, CD38-, CD45RA- cells were flow sorted and subjected to Smart-Seq 2Xx-xXSmart-Seq2 and",cDNA,transcriptomic,RNA-Seq,total RNA,GPL11154,Mar 11 2016,Mar 02 2017,1,1,1,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,ARCHS4v_,GSE136661,,,,,,"meningioma, WHO I, Discovery",,,,,34.11,0,0,0,0,,0.97,160,34262,2019,Homo sapiens,"meningioma, WHO I, Discovery",Public on Nov 13 2019,Illumina HiSeq 4000,"Individual libraries within the samples were demultiplexed using CASAVA 1.8.2 (CASAVA, RRID:SCR_001","AllPrep DNA/RNA/Protein Mini Kit (Qiagen).Xx-xXIllumina, using SOP from BCM-HGSC (https://www.hgsc.",cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,Aug 30 2019,Nov 14 2019,0,0,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,224,ARCHS4v_,GSE91395,,,,,,pooled cell lines,,,,,67.09,0,0,1,0,,0.98,160,29125,2016,Homo sapiens,pooled cell lines,Public on May 25 2017,Illumina NextSeq 500,"base calling on instrument with RTAXx-xXno adapter trimming for TempO-Seq fastqs, default settings ","Cells were washed with 1X PBS, then lysed in 1X Lysis Buffer (BioSpyder Technologies, Inc.) at ~2,0",cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Dec 09 2016,May 25 2017,0,0,1,0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,225,ARCHS4v_,GSE109822,,,,,,Human Dermal Cells,,,,,85.36,1,1,1,0,,0.78,160,32626,2018,Homo sapiens,Human Dermal Cells,Public on Feb 12 2018,Illumina HiSeq 2500,"Reads were mapped to hg19 reference genome with Tophat.Xx-xXFor single cell RNA sequencing, gene-sp",Separated papillary and reticular dermis samples were transferred to lysis buffer containing 2-merc,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Jan 29 2018,Feb 12 2018,1,1,1,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,226,ARCHS4v_,GSE110791,,,,,,Cord 1_hWJSC,,,,,63.14,0,0,0,0,,0.96,158,25599,2018,Homo sapiens,Cord 1_hWJSC,Public on Feb 19 2019,Illumina HiSeq 2000,Paired-end sequencing fastq files were processed using Bowtie2 2.3.0Xx-xXAligned to the H.sapiens N,RNA was extracted using 0.2% (vol/vol) Triton X-100 containing 1uL RNAse inhibitor.Xx-xXSmart-seq2,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL11154,Feb 19 2018,Feb 19 2019,0,0,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,ARCHS4v_,GSE134570,,,,,,subcutaneous white adipose tissue,,,,,44.06,0,0,0,0,,0.62,156,24477,2019,Homo sapiens,subcutaneous white adipose tissue,Public on Aug 19 2019,Illumina NextSeq 500,The FASTQ files obtained were de-multiplexed using SMART-Seq DE3 Demultiplexing Software by Clontec,Total RNA extraction was performed using NucleoSpin RNA XS kit (Clontech Laboratories Inc. Cat. No.,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Jul 19 2019,Aug 19 2019,0,0,0,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,228,ARCHS4v_,GSE67427,,,,,,monocyte-derived macrophages,,,,,32.84,0,0,0,0,,0.86,155,29453,2015,Homo sapiens,monocyte-derived macrophages,Public on Mar 31 2015,Illumina HiSeq 2500,We mapped the short reads to the human genome (hg19) using Subread (default parameters).Xx-xXWe obt,We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Mar 31 2015,Apr 01 2015,0,0,0,0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,229,ARCHS4v_,GSE113883,,,,,,Whole blood,,,,,32.25,0,0,0,0,,0.98,153,31030,2018,Homo sapiens,Whole blood,Public on Oct 08 2018,Illumina NextSeq 500,Transcripts were aligned and quantified using STAR (version 2.5.2) and RSEM (version 1.2.31).Xx-xXS,"At each timepoint for each subject, 2.5 mL of whole blood was drawn into a PAXgene RNA tube and pro",cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Apr 30 2018,Oct 08 2018,0,0,0,0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230,ARCHS4v_,GSE95450Xx-xXGSE95459,,,,,,colonic mucosa,,,,,76.97,0,0,0,0,,0.56,153,22655,2017,Homo sapiens,colonic mucosa,Public on Sep 26 2018,Illumina HiSeq 4000,"Trimming of adaptor sequences (IlluminaP7, Nextera, SMARTer) - skewer (https://github.com/relipmoc/",Endoscopic forceps biopsies were dissociated using a combined enzymatic and mechanical approach. De,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL20301,Feb 27 2017,Sep 26 2018,0,0,0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231,ARCHS4v_,GSE126078,,,,,,C4-2B human prostate tumor cell line transfected with control siRNA,,,,,32.39,0,0,1,0,,0.99,152,34126,2019,Homo sapiens,C4-2B human prostate tumor cell line transfected with control siRNA,Public on Jul 17 2019,Illumina HiSeq 2500,Image analysis and base calling were performed using Illumina's Real Time Analysis v1.18.X software,Total RNA was isolated from 98 CRPC metastases frozen in Optimal Cutting Temperature compound (OCT;,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Feb 04 2019,Jul 25 2019,0,0,1,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,232,ARCHS4v_,GSE84323,,,,,,"squamous cell carcinoma, primary tumor",,,,,52.56,0,0,1,0,,0.87,152,23558,2016,Homo sapiens,"squamous cell carcinoma, primary tumor",Public on Jul 12 2017,Illumina HiSeq 4000,BAM files produced using Tophat-2.1.0.Xx-xXFPKM obtained using Cuffdiff-2.2.1.Xx-xXThe RefSeq genes,RNA isolated from cells using the SMARTer Ultra Low RNA Kit for the Fluidigm C1 System (Clontech).X,cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,Jul 14 2016,Jul 12 2017,0,0,1,0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,233,ARCHS4v_,GSE106872Xx-xXGSE135634,,,,,,sc-N1_56,,,,,56.92,0,0,0,0,,0.87,150,24753,2019,Homo sapiens,sc-N1_56,Public on Aug 12 2019,Illumina HiSeq 4000,Reads were aligned to the hg18 human genome with bowtie2 (very-sensitive option) and tophat. One,Total RNA was extracted and processed following the SMART-seq protocol from Takada and NEXTERA from,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL20301,Aug 09 2019,Aug 14 2019,0,0,0,0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,234,ARCHS4v_,GSE129216,,,,,,Ejaculated spermatozoa,,,,,53.57,0,0,0,0,,0.98,150,34815,2019,Homo sapiens,Ejaculated spermatozoa,Public on Sep 06 2019,Illumina HiSeq 4000,"For long RNA samples, paired-end reads were trimmed of adaptors and low-quality bases using Trimmom",Sperm samples were brought up to 1ml volume with PureSperm Buffer (Nidacon) and laid onto a 50% Pur,cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,Apr 02 2019,Sep 06 2019,0,0,0,0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,235,ARCHS4v_,GSE101766,,,,,,IMR90 ER:RAS,,,,,47.45,0,0,0,0,,1,149,28208,2017,Homo sapiens,IMR90 ER:RAS,Public on Jun 25 2018,Illumina HiSeq 2500,"RNA-Seq sequencing reads were aligned to hg19 genome using Tophat v2.0.11 using parameters ""--libra",50l of lysis buffer (prepared according to Smart-seq2 protocol) was used for each well (condition,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Jul 21 2017,Jun 25 2018,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,236,ARCHS4v_,GSE119343,,,,,,Organoid8M_R0_C21,,,,,75.31,0,0,1,0,,0.73,148,19444,2018,Homo sapiens,Organoid8M_R0_C21,Public on Apr 25 2019,Illumina HiSeq 2500,Illumina Casava software used for basecalling. Individual FASTQ files obtained were demultiplexed u,"Using ICELL8 multisample nanodispenser (Wafergen Biosystems), 50nl (3E4/ml) of the live cell or nuc",cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Aug 31 2018,Apr 25 2019,0,0,1,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,237,ARCHS4v_,GSE119936Xx-xXGSE119984,,,,,,cell line,,,,,65.97,1,1,1,0,,0.27,147,22253,2018,Homo sapiens,cell line,Public on Jan 01 2019,Illumina NextSeq 500,Alligment with STAR v2.5.3 :STAR --runThreadN 10 --outFileNamePrefix outdir --readFilesIn sample.fa,Cells were lysed and cDNA was synthesized according to the SMARTer single cell total RNA sequencing,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Sep 13 2018,Jan 02 2019,1,1,1,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,238,ARCHS4v_,GSE99795,,,,,,LNCaP_0 hour untreated cell,,,,,53.23,1,1,1,0,,0.85,147,25389,2017,Homo sapiens,LNCaP_0 hour untreated cell,Public on Mar 02 2018,Illumina HiSeq 2000,Raw fastq is mapped to human genome by TopHat using default parameters for paired end sequencingXx-,Single cells were hand picked with a micromanipulator and ejected into SMARTseq2 cell lysis buffer.,cDNA,transcriptomic,RNA-Seq,total RNA,GPL11154,Jun 07 2017,Mar 02 2018,1,1,1,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,239,ARCHS4v_,GSE107746,,,,,,Oocyte from primordial follicle,,,,,52.78,0,0,1,0,,0.99,147,33950,2017,Homo sapiens,Oocyte from primordial follicle,Public on Nov 20 2018,HiSeq X Ten,Illumina bcl2fastq version 2.19 were used to the basecalling.Xx-xXSequenced reads with 10% low qual,Each oocyte and 10 randomly selected granulosa cells were transferred into lysis buffer using a mou,cDNA,transcriptomic,RNA-Seq,total RNA,GPL20795,Dec 06 2017,Nov 20 2018,0,0,1,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,240,ARCHS4v_,GSE121212,,,,,,skin biopsy,,,,,31.54,0,0,0,0,,0.99,146,32654,2018,Homo sapiens,skin biopsy,Public on Jan 18 2019,Illumina HiSeq 2500,Illumina standard primers were trimmedXx-xXPaired reads were mapped to the human reference genome (,5mm skin punch biopsies were stored in PaxGene tissue containers (PreAnalytiX) at -80C until isol,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Oct 14 2018,Jan 18 2019,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,241,ARCHS4v_,GSE96106,,,,,,ipsc cell line C17,Triangle,Left age very few cells,,,56.94,1,1,1,0,,0.83,145,24794,2017,Homo sapiens,ipsc cell line C17,Public on May 02 2017,Illumina HiSeq 2500,De-multiplexed files were created using CASAVA 1.8Xx-xXEach sample was filtered using Trimmatic (ht,Single cells enriched by FACS were captured by C1 Single-cell Auto Prep System(Fluidigm).  polyA RN,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Mar 11 2017,May 02 2017,1,1,1,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,242,ARCHS4v_,GSE127792,,,,,,Blood,,,,,77.16,0,0,0,0,,,145,296,2019,Homo sapiens,Blood,Public on Mar 05 2019,Illumina NextSeq 500,Targeted RNA-Seq analysis completed in Illumina BaseSpace using TruSeq Targeted RNA version 1.0.1.X,Total RNA was isolated from PAXgene tubes using the PAXgene Blood RNA Kit following the manufacture,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Mar 04 2019,Mar 05 2019,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,243,ARCHS4v_,GSE120178,,,,,,whole blood,,,,,31.75,0,0,0,0,,0.92,145,34684,2018,Homo sapiens,whole blood,Public on Jun 13 2019,Illumina HiSeq 2500,Read QC using FastQCXx-xXPrimer trimming using TrimmomaticXx-xXSequence read mapping and transcript,Total RNAXx-xXIllumina Truseq strandard total RNA,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Sep 19 2018,Jun 13 2019,0,0,0,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,244,ARCHS4v_,GSE112101,,,,,,Peripheral blood monocytes from adult,,,,,37.96,0,0,0,0,,0.96,143,33051,2018,Homo sapiens,Peripheral blood monocytes from adult,Public on Jan 21 2019,Illumina HiSeq 3000,bcl to FASTQ file conversion was performed with bcl2fastq2 v. 2.20Xx-xXStarting with the untrimmed,"Total RNA was isolated by extraction with TRIzol Reagent (Thermo Fisher Scientific, Cat. No. 155960",cDNA,transcriptomic,RNA-Seq,total RNA,GPL21290,Oct 04 2018,Jan 21 2019,0,0,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,245,ARCHS4v_,GSE113957,,,,,,Skin; Foreskin,,,,,35.99,0,0,0,0,,0.99,143,28565,2018,Homo sapiens,Skin; Foreskin,Public on Nov 16 2018,Illumina NextSeq 500,Reads were aligned to the human genome (hg19) using STAR (version 2.5.1b)Xx-xXOnly reads that align,Total RNA was extracted using 1ml of TriZol reagent (Invitrogen) directly from the six-well plates,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,May 02 2018,Nov 16 2018,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,246,ARCHS4v_,GSE122401,,,,,,Gastric,,,,,33.93,0,0,0,0,,1,140,34641,2018,Homo sapiens,Gastric,Public on Dec 06 2018,Illumina HiSeq 2500,"Read alignment, MapSplice-v2.1.8, -p 8 --qual-scale phred33 --bam --fusionXx-xXExpression calculati",1 g of DNase I-treated total RNA using TruSeq kit (Illumina)Xx-xXPoly(A)+ RNA was isolated using,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Dec 04 2018,Dec 07 2018,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,ARCHS4v_,GSE130289,,,,,,trophoblast cells,,,,,54.98,0,0,1,0,,0.97,138,29620,2019,Homo sapiens,trophoblast cells,Public on Oct 21 2019,Illumina HiSeq 2500,IMultiplexed sequencing reads that passed filters were trimmed to remove low quality reads and adap,The RNA-seq libraries were generated from individually cells using Smart-seq2 with minor modificati,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Apr 24 2019,Oct 21 2019,0,0,1,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,248,ARCHS4v_,GSE107993Xx-xXGSE107995,,,,,,Longitudnal_Leicester_Control_Non_progressor,,,,,41.06,0,0,0,0,,-0.74,138,30121,2017,Homo sapiens,Longitudnal_Leicester_Control_Non_progressor,Public on Apr 19 2018,Illumina HiSeq 4000,"Raw paired-end RNA-seq data obtained for Berry London, Berry South Africa and Leicester cohorts was",Total RNA was isolated from 1 ml whole blood using the MagMAX for Stabilized Blood Tubes RNA Iso,cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,Dec 12 2017,Apr 19 2018,0,0,0,0,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,249,ARCHS4v_,GSE88850,,,,,,Human Brain Reference,,,,,52.97,0,0,0,0,,1,138,34399,2016,Homo sapiens,Human Brain Reference,Public on Oct 31 2016,Illumina HiSeq 2000,"For bulk samples and those generated with C1 SMARTer, BaseSpace Fastq generation algorithm was used",Illumina TruSeq stranded Total RNA,cDNA,transcriptomic,RNA-Seq,total RNA,GPL11154,Oct 17 2016,Oct 31 2016,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,250,ARCHS4v_,GSE86422,,,,,,Cytologically normal bronchial airway epithelial cells,,,,,31.05,0,0,1,0,,0.95,138,31449,2016,Homo sapiens,Cytologically normal bronchial airway epithelial cells,Public on Sep 26 2016,Illumina HiSeq 2500,"Demultiplexing and creation of FASTQ files were performed using Illumina CASAVA (v1.8.2), trimming ",Total RNA was extracted using the miRNeasy Mini Kit (QIAgen).Xx-xXSequencing libraries were prepare,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Sep 05 2016,Sep 26 2016,0,0,1,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,ARCHS4v_,GSE114065Xx-xXGSE114135,,,,,,CD3+CD4+CD25-CCR7+CD127-,,,,,36.52,0,0,1,0,,1,137,34975,2018,Homo sapiens,CD3+CD4+CD25-CCR7+CD127-,Public on May 31 2018,Illumina HiSeq 4000,Fastq files were assessed for quality using the FastQC package and no samples were excluded from an,"At termination of cultures, activated and resting cells were recovered and centrifuged at 500 x g f",cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,May 04 2018,Jun 01 2018,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,252,ARCHS4v_,GSE105022,,,,,,human embryonic stem cell line H9,,,,,60.4,1,1,1,0,,0.8,137,25951,2017,Homo sapiens,human embryonic stem cell line H9,Public on Oct 26 2017,Illumina HiSeq 1500,"Raw fastq data was demultiplexed according to the i7 Index using deML (Renaud et al., 2015)Xx-xXPai",Single-cells were FACS-sorted directly into 384-well plates containing 5l lysis buffer (1/500 dil,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18460,Oct 16 2017,Oct 26 2017,1,1,1,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,253,ARCHS4v_,GSE83687,,,,,,smallbowel,,,,,31.53,0,0,0,0,,0.98,134,33177,2016,Homo sapiens,smallbowel,Public on Jul 07 2017,Illumina HiSeq 2500,Illumina Casava1.82 software used for basecalling.Xx-xXShort reads in fastQ format are processed us,RNA was prepared using the KAPA Stranded RNA-Seq with RiboErase sample preparation kit (kapabiosyst,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Jun 24 2016,Jul 07 2017,0,0,0,0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,254,ARCHS4v_,GSE111892Xx-xXGSE111898,,,,,,Non-involved lung,,,,,48.51,0,0,0,0,,0.95,133,29520,2018,Homo sapiens,Non-involved lung,Public on Jun 13 2019,Illumina HiSeq 2500,"Bulk RNAseq data were mapped against the human hg19 reference genome using TopHat (v2.0.9 , (--l",RNA-seq was performed as described previously by Seumois et al 2016 and Ganesan et al 2017 using sm,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Mar 15 2018,Jun 13 2019,0,0,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,255,ARCHS4v_,GSE137967,,,,,,LN,,,,,49.04,0,0,1,0,,0.89,132,33817,2019,Homo sapiens,LN,Public on Sep 27 2019,Illumina HiSeq 2500,FASTQ files were aligned to the human genome using STAR version 2.5.0Xx-xXReads aligning to genes w,Cells sorted into RLT buffer were extractued uwing Qiagen column purificationXx-xXTakara SMART-seq,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Sep 25 2019,Sep 27 2019,0,0,1,0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,256,ARCHS4v_,GSE114922,0,,,,,Bone marrow CD34+ hematopoietic stem/progenitor cells,,,,,38.44,0,0,1,0,,1,131,32505,2018,Homo sapiens,Bone marrow CD34+ hematopoietic stem/progenitor cells,Public on Jun 22 2018,Illumina HiSeq 4000,"Real time Analysis (RTA):  HiSeq 4000 - RTA v2.73, HCS v3.3.52Xx-xXBase-calling: bcl2fastq v2.17.1.","Total RNA was extracted using Trizol with a linear acrylamide carrier, Dnase treated (Invitrogen) a",cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,May 30 2018,Jun 22 2018,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,257,ARCHS4v_,GSE104744,,,,,,CD4+ PBL,,,,,32.84,0,0,0,0,,0.99,130,30606,2017,Homo sapiens,CD4+ PBL,Public on Oct 10 2018,Illumina HiSeq 2000,"Blood was drawn into sodium heparin tubes (APP Pharmaceuticals, NDC 63323-540-11); CD4+, CD8+, and ",Participant recruitment and blood sample collection were conducted using protocols approval by the,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL11154,Oct 10 2017,Oct 10 2018,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258,ARCHS4v_,GSE18927,,,,,,flow sorted CD34+ cells from cord blood; RNA.RS18745,,,,,29.6,0,0,1,0,,0.97,129,34475,2012,Homo sapiens,flow sorted CD34+ cells from cord blood; RNA.RS18745,Public on Apr 05 2012,Illumina HiSeq 2000,**********************************************************************Xx-xX!Sample_data_processingX,Library construction protocol: Illumina TruSeq RNA PART# 15008136 REVISION A,cDNA,transcriptomic,RNA-Seq,total RNA,GPL11154,Apr 04 2012,May 30 2017,0,0,1,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259,ARCHS4v_,GSE113863,,,,,,Breast cancer,,,,,97.86,0,0,0,0,,0.55,129,19362,2018,Homo sapiens,Breast cancer,Public on Oct 01 2018,Illumina NextSeq 500,Illumina Casava1.7 software used for basecalling and sequencing data were demultiplexed based on du,FFPE tissues total RNA extraction was routinely performed using Roche FFPE RNA extraction kit accor,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Apr 30 2018,Oct 01 2018,0,0,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
